CropName,SoilType,Disease,Treatment,Practice,Region,GrowthDuration,OptimalTemp
Coriander,Red Loamy,Wilt,Fungicide Spray,Mulching,Uttarakhand,150 days,25–30°C
Coriander,Red Loamy,Wilt,Fungicide Spray,Mulching,Nagaland,150 days,20–25°C
Turmeric,Sandy,Rust,Resistant Varieties,Mulching,Uttarakhand,120 days,20–25°C
Barley,Sandy,Blight,Crop Rotation,Mulching,Telangana,120 days,20–25°C
Garlic,Alluvial,Rust,Fungicide Spray,Mulching,Gujarat,150 days,25–30°C
Arecanut,Alluvial,Rust,Neem Extract,Mulching,Uttar Pradesh,90 days,25–30°C
Cardamom,Red Loamy,Blight,Resistant Varieties,Organic Farming,Bihar,150 days,25–30°C
Cotton,Peaty,Blight,Resistant Varieties,Organic Farming,Kerala,120 days,25–30°C
Barley,Alluvial,Rust,Resistant Varieties,Mulching,Meghalaya,120 days,20–25°C
Cowpea (Lobia),Sandy,Wilt,Resistant Varieties,Organic Farming,Manipur,90 days,25–30°C
Barley,Alluvial,Blight,Crop Rotation,Organic Farming,Maharashtra,90 days,25–30°C
Barley,Alluvial,Blight,Resistant Varieties,Organic Farming,Punjab,120 days,25–30°C
Cowpea (Lobia),Sandy,Rust,Neem Extract,Mulching,Meghalaya,120 days,25–30°C
Arhar/Tur,Laterite,Rust,Fungicide Spray,Mulching,Andhra Pradesh,90 days,25–30°C
Moong (Green Gram),Red Loamy,Rust,Neem Extract,Mulching,Karnataka,90 days,25–30°C
Rice,Alluvial,Smut,Resistant Varieties,SRI Method,Assam,180 days,30–35°C
Turmeric,Sandy,Wilt,Fungicide Spray,Mulching,Telangana,150 days,20–25°C
Cashewnut,Laterite,Blight,Neem Extract,Mulching,Gujarat,150 days,20–25°C
Sweet Potato,Black Cotton,Rust,Crop Rotation,Mulching,Uttarakhand,150 days,25–30°C
Rice,Red Loamy,Smut,Resistant Varieties,SRI Method,Assam,180 days,25–30°C
Garlic,Alluvial,Blight,Neem Extract,Mulching,Goa,120 days,25–30°C
Ginger,Sandy,Wilt,Neem Extract,Organic Farming,Maharashtra,90 days,20–25°C
Sunflower,Red Loamy,Rust,Soil Solarization,Mulching,West Bengal,120 days,25–30°C
Barley,Sandy,Rust,Resistant Varieties,Organic Farming,Punjab,120 days,20–25°C
Moong (Green Gram),Red Loamy,Blight,Neem Extract,Mulching,Telangana,150 days,25–30°C
Ginger,Sandy,Wilt,Neem Extract,Mulching,Meghalaya,90 days,20–25°C
Garlic,Red Loamy,Blight,Soil Solarization,Mulching,Gujarat,120 days,20–25°C
Turmeric,Sandy,Rust,Soil Solarization,Mulching,Meghalaya,90 days,20–25°C
Jute,Laterite,Blight,Soil Solarization,Mulching,Andhra Pradesh,120 days,20–25°C
Jowar,Peaty,Blight,Fungicide Spray,Mulching,Tripura,90 days,25–30°C
Castor Seed,Alluvial,Rust,Soil Solarization,Organic Farming,West Bengal,90 days,25–30°C
Jowar,Red Loamy,Rust,Resistant Varieties,Organic Farming,Tamil Nadu,120 days,25–30°C
Cardamom,Red Loamy,Wilt,Resistant Varieties,Organic Farming,Himachal Pradesh,90 days,20–25°C
Cotton,Peaty,Rust,Neem Extract,Organic Farming,Arunachal Pradesh,120 days,20–25°C
Jowar,Peaty,Rust,Fungicide Spray,Mulching,Karnataka,150 days,25–30°C
Groundnut,Sandy,Rust,Neem Extract,Mulching,Nagaland,90 days,25–30°C
Sesamum,Laterite,Rust,Fungicide Spray,Mulching,Sikkim,90 days,25–30°C
Urad,Red Loamy,Blight,Fungicide Spray,Organic Farming,Nagaland,150 days,25–30°C
Masoor,Red Loamy,Blight,Neem Extract,Mulching,Karnataka,150 days,25–30°C
Groundnut,Sandy,Rust,Soil Solarization,Mulching,Chhattisgarh,120 days,25–30°C
Ginger,Sandy,Wilt,Resistant Varieties,Mulching,Goa,150 days,20–25°C
Ginger,Black Cotton,Rust,Crop Rotation,Mulching,Rajasthan,90 days,25–30°C
Ragi,Laterite,Blight,Fungicide Spray,Mulching,Himachal Pradesh,150 days,20–25°C
Onion,Red Loamy,Blight,Fungicide Spray,Organic Farming,Goa,120 days,20–25°C
Jute,Laterite,Rust,Fungicide Spray,Mulching,Odisha,150 days,20–25°C
Wheat,Alluvial,Smut,Soil Solarization,Mulching,Punjab,150 days,15–20°C
Maize,Red Loamy,Rust,Neem Extract,Mulching,Maharashtra,120 days,25–30°C
Bajra,Laterite,Blight,Fungicide Spray,Mulching,Bihar,150 days,20–25°C
Onion,Red Loamy,Wilt,Crop Rotation,Organic Farming,Chhattisgarh,90 days,20–25°C
Arhar/Tur,Peaty,Blight,Neem Extract,Mulching,Madhya Pradesh,150 days,25–30°C
Khesari,Alluvial,Rust,Neem Extract,Organic Farming,Assam,150 days,20–25°C
Cardamom,Red Loamy,Rust,Resistant Varieties,Organic Farming,Himachal Pradesh,90 days,25–30°C
Tapioca,Red Loamy,Rust,Soil Solarization,Mulching,Odisha,120 days,20–25°C
Ragi,Laterite,Wilt,Fungicide Spray,Organic Farming,Meghalaya,150 days,25–30°C
Moong (Green Gram),Red Loamy,Blight,Neem Extract,Organic Farming,Karnataka,120 days,20–25°C
Sweet Potato,Black Cotton,Wilt,Neem Extract,Mulching,West Bengal,90 days,25–30°C
Banana,Laterite,Wilt,Resistant Varieties,Mulching,Karnataka,120 days,20–25°C
Ragi,Black Cotton,Wilt,Crop Rotation,Mulching,Rajasthan,150 days,20–25°C
Rice,Alluvial,Smut,Neem Extract,Drip Irrigation,Assam,180 days,25–30°C
Ginger,Black Cotton,Rust,Neem Extract,Mulching,Rajasthan,120 days,20–25°C
Khesari,Black Cotton,Blight,Neem Extract,Organic Farming,Assam,90 days,20–25°C
Arhar/Tur,Peaty,Wilt,Resistant Varieties,Mulching,Arunachal Pradesh,150 days,25–30°C
Sugarcane,Sandy,Rust,Crop Rotation,Organic Farming,Mizoram,90 days,25–30°C
Jute,Laterite,Rust,Neem Extract,Organic Farming,Odisha,90 days,25–30°C
Bajra,Laterite,Wilt,Resistant Varieties,Organic Farming,Nagaland,150 days,25–30°C
Arhar/Tur,Laterite,Blight,Fungicide Spray,Mulching,Manipur,150 days,20–25°C
Cotton,Peaty,Blight,Fungicide Spray,Organic Farming,Telangana,150 days,25–30°C
Niger Seed,Red Loamy,Rust,Soil Solarization,Organic Farming,Maharashtra,120 days,25–30°C
Coriander,Red Loamy,Blight,Neem Extract,Organic Farming,Sikkim,90 days,25–30°C
Sweet Potato,Black Cotton,Rust,Neem Extract,Mulching,Jharkhand,150 days,25–30°C
Cashewnut,Black Cotton,Blight,Soil Solarization,Mulching,Gujarat,150 days,20–25°C
Black pepper,Alluvial,Blight,Crop Rotation,Organic Farming,West Bengal,90 days,25–30°C
Tapioca,Red Loamy,Blight,Neem Extract,Mulching,Odisha,90 days,25–30°C
Sunflower,Red Loamy,Rust,Neem Extract,Mulching,Arunachal Pradesh,90 days,25–30°C
Banana,Red Loamy,Rust,Crop Rotation,Mulching,Tripura,150 days,20–25°C
Sunflower,Red Loamy,Blight,Resistant Varieties,Mulching,Assam,90 days,25–30°C
Khesari,Alluvial,Rust,Neem Extract,Organic Farming,Karnataka,90 days,20–25°C
Groundnut,Red Loamy,Rust,Soil Solarization,Mulching,Chhattisgarh,150 days,25–30°C
Barley,Alluvial,Blight,Crop Rotation,Mulching,Meghalaya,120 days,20–25°C
Tapioca,Peaty,Blight,Soil Solarization,Mulching,Odisha,90 days,20–25°C
Wheat,Sandy,Rust,Resistant Varieties,Irrigation,Haryana,120 days,15–20°C
Peas & beans (Pulses),Black Cotton,Rust,Crop Rotation,Mulching,Kerala,120 days,20–25°C
Rice,Red Loamy,Blast,Soil Solarization,Drip Irrigation,Assam,180 days,30–35°C
Black pepper,Peaty,Rust,Soil Solarization,Mulching,Tripura,90 days,25–30°C
Masoor,Red Loamy,Blight,Neem Extract,Organic Farming,Karnataka,90 days,25–30°C
Rice,Alluvial,Smut,Resistant Varieties,Drip Irrigation,Odisha,180 days,25–30°C
Gram,Red Loamy,Rust,Crop Rotation,Organic Farming,Bihar,90 days,25–30°C
Coconut,Laterite,Rust,Crop Rotation,Organic Farming,West Bengal,90 days,20–25°C
Masoor,Sandy,Rust,Resistant Varieties,Mulching,Karnataka,120 days,25–30°C
Cowpea (Lobia),Laterite,Rust,Crop Rotation,Organic Farming,Goa,120 days,20–25°C
Tobacco,Black Cotton,Blight,Neem Extract,Mulching,Kerala,90 days,25–30°C
Garlic,Alluvial,Wilt,Resistant Varieties,Organic Farming,Tripura,150 days,20–25°C
Arecanut,Black Cotton,Blight,Crop Rotation,Mulching,Tamil Nadu,120 days,25–30°C
Niger Seed,Peaty,Rust,Crop Rotation,Organic Farming,Maharashtra,150 days,25–30°C
Black pepper,Alluvial,Wilt,Soil Solarization,Mulching,West Bengal,90 days,25–30°C
Arecanut,Black Cotton,Blight,Crop Rotation,Mulching,Tamil Nadu,90 days,20–25°C
Cashewnut,Laterite,Blight,Resistant Varieties,Mulching,Sikkim,120 days,20–25°C
Coconut,Red Loamy,Rust,Soil Solarization,Organic Farming,West Bengal,150 days,20–25°C
Urad,Black Cotton,Blight,Fungicide Spray,Mulching,Goa,150 days,20–25°C
Rice,Red Loamy,Blast,Soil Solarization,SRI Method,Odisha,120 days,25–30°C
Ginger,Black Cotton,Wilt,Fungicide Spray,Mulching,Maharashtra,120 days,25–30°C
Sweet Potato,Red Loamy,Blight,Crop Rotation,Organic Farming,Mizoram,150 days,20–25°C
Masoor,Sandy,Wilt,Crop Rotation,Organic Farming,Madhya Pradesh,90 days,25–30°C
Coriander,Red Loamy,Blight,Neem Extract,Mulching,Assam,90 days,20–25°C
Banana,Red Loamy,Rust,Fungicide Spray,Organic Farming,Jharkhand,90 days,20–25°C
Urad,Red Loamy,Wilt,Neem Extract,Organic Farming,Himachal Pradesh,120 days,20–25°C
Jute,Black Cotton,Blight,Soil Solarization,Organic Farming,Goa,90 days,25–30°C
Banana,Red Loamy,Blight,Resistant Varieties,Mulching,Bihar,90 days,25–30°C
Cowpea (Lobia),Sandy,Wilt,Crop Rotation,Organic Farming,Maharashtra,150 days,25–30°C
Onion,Red Loamy,Blight,Fungicide Spray,Organic Farming,Sikkim,90 days,20–25°C
Cotton,Peaty,Wilt,Fungicide Spray,Mulching,Kerala,90 days,20–25°C
Arecanut,Alluvial,Blight,Resistant Varieties,Organic Farming,Rajasthan,120 days,25–30°C
Tapioca,Red Loamy,Blight,Crop Rotation,Organic Farming,Karnataka,120 days,25–30°C
Sesamum,Black Cotton,Blight,Resistant Varieties,Organic Farming,Gujarat,150 days,25–30°C
Rice,Alluvial,Smut,Soil Solarization,SRI Method,Odisha,180 days,25–30°C
Garlic,Alluvial,Wilt,Fungicide Spray,Mulching,Gujarat,120 days,20–25°C
Sunflower,Black Cotton,Rust,Neem Extract,Organic Farming,Assam,90 days,25–30°C
Black pepper,Peaty,Blight,Neem Extract,Mulching,Sikkim,150 days,25–30°C
Ginger,Black Cotton,Wilt,Neem Extract,Mulching,Maharashtra,120 days,20–25°C
Horse Gram,Black Cotton,Rust,Crop Rotation,Organic Farming,Haryana,120 days,25–30°C
Jowar,Red Loamy,Rust,Fungicide Spray,Mulching,Telangana,120 days,20–25°C
Gram,Red Loamy,Blight,Fungicide Spray,Mulching,Bihar,120 days,25–30°C
Ragi,Laterite,Rust,Neem Extract,Organic Farming,Rajasthan,90 days,20–25°C
Ginger,Black Cotton,Wilt,Resistant Varieties,Mulching,Meghalaya,150 days,25–30°C
Gram,Black Cotton,Blight,Resistant Varieties,Mulching,Kerala,120 days,25–30°C
Tobacco,Black Cotton,Wilt,Soil Solarization,Organic Farming,Bihar,150 days,25–30°C
Gram,Black Cotton,Rust,Crop Rotation,Mulching,Bihar,150 days,25–30°C
Cardamom,Red Loamy,Blight,Neem Extract,Organic Farming,Bihar,120 days,25–30°C
Arhar/Tur,Peaty,Rust,Neem Extract,Organic Farming,Andhra Pradesh,90 days,20–25°C
Onion,Red Loamy,Rust,Neem Extract,Organic Farming,Bihar,90 days,25–30°C
Soyabean,Red Loamy,Blight,Fungicide Spray,Organic Farming,Sikkim,120 days,20–25°C
Sweet Potato,Black Cotton,Blight,Crop Rotation,Organic Farming,Uttarakhand,150 days,20–25°C
Arecanut,Black Cotton,Blight,Fungicide Spray,Mulching,Rajasthan,120 days,25–30°C
Arhar/Tur,Peaty,Rust,Soil Solarization,Mulching,Andhra Pradesh,90 days,25–30°C
Jowar,Red Loamy,Wilt,Crop Rotation,Organic Farming,Karnataka,150 days,20–25°C
Tobacco,Black Cotton,Blight,Fungicide Spray,Mulching,Gujarat,120 days,20–25°C
Coriander,Sandy,Blight,Resistant Varieties,Mulching,Assam,120 days,25–30°C
Moong (Green Gram),Red Loamy,Blight,Fungicide Spray,Mulching,Madhya Pradesh,150 days,20–25°C
Gram,Red Loamy,Blight,Soil Solarization,Organic Farming,Kerala,90 days,25–30°C
Masoor,Red Loamy,Rust,Neem Extract,Mulching,West Bengal,120 days,25–30°C
Arecanut,Black Cotton,Wilt,Neem Extract,Organic Farming,Uttar Pradesh,150 days,20–25°C
Urad,Red Loamy,Blight,Neem Extract,Organic Farming,Punjab,120 days,20–25°C
Banana,Laterite,Blight,Resistant Varieties,Organic Farming,Bihar,120 days,25–30°C
Cotton,Black Cotton,Blight,Fungicide Spray,Mulching,Telangana,120 days,25–30°C
Moong (Green Gram),Peaty,Wilt,Fungicide Spray,Organic Farming,Odisha,150 days,25–30°C
Arecanut,Black Cotton,Rust,Neem Extract,Mulching,Uttar Pradesh,150 days,25–30°C
Onion,Black Cotton,Wilt,Neem Extract,Mulching,Arunachal Pradesh,120 days,20–25°C
Masoor,Red Loamy,Blight,Crop Rotation,Organic Farming,Uttarakhand,120 days,25–30°C
Sweet Potato,Red Loamy,Blight,Neem Extract,Mulching,Uttar Pradesh,150 days,25–30°C
Ginger,Black Cotton,Blight,Neem Extract,Organic Farming,Rajasthan,90 days,20–25°C
Cardamom,Black Cotton,Blight,Crop Rotation,Organic Farming,Chhattisgarh,90 days,25–30°C
Wheat,Sandy,Rust,Neem Extract,Irrigation,Uttar Pradesh,120 days,15–20°C
Black pepper,Peaty,Rust,Resistant Varieties,Mulching,West Bengal,120 days,25–30°C
Gram,Black Cotton,Rust,Neem Extract,Mulching,Kerala,90 days,25–30°C
Potato,Red Loamy,Wilt,Crop Rotation,Organic Farming,Sikkim,120 days,20–25°C
Barley,Alluvial,Rust,Neem Extract,Organic Farming,Telangana,90 days,20–25°C
Moong (Green Gram),Peaty,Blight,Resistant Varieties,Organic Farming,Karnataka,90 days,20–25°C
Sesamum,Laterite,Rust,Neem Extract,Mulching,Gujarat,90 days,20–25°C
Maize,Red Loamy,Rust,Fungicide Spray,Mulching,Karnataka,120 days,30–35°C
Garlic,Red Loamy,Rust,Resistant Varieties,Organic Farming,Tripura,90 days,20–25°C
Rice,Alluvial,Smut,Neem Extract,Drip Irrigation,West Bengal,150 days,25–30°C
Maize,Black Cotton,Smut,Resistant Varieties,Mulching,Maharashtra,90 days,25–30°C
Soyabean,Red Loamy,Wilt,Crop Rotation,Mulching,Arunachal Pradesh,90 days,25–30°C
Cotton,Peaty,Rust,Crop Rotation,Mulching,Jharkhand,90 days,25–30°C
Cardamom,Black Cotton,Wilt,Fungicide Spray,Organic Farming,Mizoram,120 days,20–25°C
Garlic,Red Loamy,Wilt,Resistant Varieties,Organic Farming,Telangana,120 days,20–25°C
Sunflower,Red Loamy,Wilt,Crop Rotation,Organic Farming,Arunachal Pradesh,150 days,20–25°C
Sunflower,Red Loamy,Blight,Crop Rotation,Mulching,Arunachal Pradesh,90 days,25–30°C
Jowar,Red Loamy,Rust,Resistant Varieties,Organic Farming,Tamil Nadu,90 days,20–25°C
Coriander,Red Loamy,Rust,Neem Extract,Organic Farming,Nagaland,90 days,25–30°C
Urad,Black Cotton,Wilt,Soil Solarization,Mulching,Uttarakhand,90 days,25–30°C
Rice,Alluvial,Blast,Soil Solarization,Drip Irrigation,West Bengal,120 days,25–30°C
Castor Seed,Alluvial,Rust,Neem Extract,Organic Farming,West Bengal,150 days,20–25°C
Coriander,Red Loamy,Rust,Resistant Varieties,Mulching,Nagaland,90 days,20–25°C
Jowar,Peaty,Rust,Fungicide Spray,Mulching,Telangana,120 days,25–30°C
Castor Seed,Laterite,Wilt,Resistant Varieties,Mulching,Chhattisgarh,120 days,20–25°C
Khesari,Alluvial,Wilt,Crop Rotation,Organic Farming,Assam,150 days,20–25°C
Peas & beans (Pulses),Black Cotton,Rust,Crop Rotation,Organic Farming,Telangana,150 days,20–25°C
Moong (Green Gram),Red Loamy,Wilt,Resistant Varieties,Mulching,Odisha,150 days,25–30°C
Urad,Red Loamy,Blight,Crop Rotation,Mulching,Himachal Pradesh,150 days,25–30°C
Sesamum,Black Cotton,Rust,Soil Solarization,Mulching,Gujarat,150 days,25–30°C
Cotton,Black Cotton,Blight,Crop Rotation,Mulching,Arunachal Pradesh,90 days,25–30°C
Banana,Red Loamy,Wilt,Fungicide Spray,Mulching,Jharkhand,120 days,25–30°C
Dry Chillies,Peaty,Blight,Neem Extract,Organic Farming,Meghalaya,120 days,20–25°C
Castor Seed,Alluvial,Blight,Neem Extract,Mulching,Odisha,120 days,25–30°C
Groundnut,Red Loamy,Wilt,Soil Solarization,Mulching,Goa,150 days,25–30°C
Tobacco,Red Loamy,Rust,Neem Extract,Mulching,Bihar,120 days,20–25°C
Wheat,Alluvial,Rust,Soil Solarization,Mulching,Bihar,150 days,15–20°C
Cowpea (Lobia),Sandy,Blight,Crop Rotation,Mulching,Manipur,150 days,20–25°C
Urad,Red Loamy,Rust,Fungicide Spray,Organic Farming,Uttarakhand,120 days,25–30°C
Maize,Black Cotton,Smut,Resistant Varieties,Mulching,Karnataka,90 days,25–30°C
Sugarcane,Sandy,Wilt,Crop Rotation,Organic Farming,Gujarat,120 days,20–25°C
Tobacco,Red Loamy,Wilt,Soil Solarization,Organic Farming,Bihar,150 days,25–30°C
Tapioca,Red Loamy,Blight,Resistant Varieties,Organic Farming,Tamil Nadu,90 days,20–25°C
Urad,Black Cotton,Blight,Fungicide Spray,Mulching,Punjab,120 days,25–30°C
Khesari,Alluvial,Blight,Resistant Varieties,Mulching,Tripura,150 days,20–25°C
Bajra,Laterite,Blight,Fungicide Spray,Organic Farming,Nagaland,150 days,20–25°C
Soyabean,Red Loamy,Blight,Neem Extract,Organic Farming,Bihar,150 days,20–25°C
Peas & beans (Pulses),Laterite,Blight,Soil Solarization,Mulching,Punjab,120 days,25–30°C
Arecanut,Alluvial,Rust,Neem Extract,Organic Farming,Tamil Nadu,90 days,20–25°C
Bajra,Red Loamy,Blight,Crop Rotation,Organic Farming,Bihar,120 days,25–30°C
Onion,Red Loamy,Rust,Soil Solarization,Mulching,Goa,90 days,25–30°C
Tobacco,Black Cotton,Blight,Soil Solarization,Organic Farming,Bihar,90 days,25–30°C
Onion,Red Loamy,Rust,Fungicide Spray,Mulching,Goa,90 days,25–30°C
Soyabean,Black Cotton,Blight,Fungicide Spray,Mulching,Arunachal Pradesh,120 days,20–25°C
Sweet Potato,Red Loamy,Blight,Resistant Varieties,Mulching,West Bengal,90 days,20–25°C
Garlic,Red Loamy,Blight,Soil Solarization,Mulching,Tripura,120 days,20–25°C
Tobacco,Red Loamy,Wilt,Neem Extract,Organic Farming,Gujarat,150 days,25–30°C
Coconut,Laterite,Rust,Soil Solarization,Organic Farming,Maharashtra,120 days,25–30°C
Ragi,Black Cotton,Rust,Fungicide Spray,Mulching,Meghalaya,120 days,20–25°C
Jute,Laterite,Wilt,Fungicide Spray,Mulching,Goa,90 days,25–30°C
Masoor,Red Loamy,Wilt,Soil Solarization,Organic Farming,Uttarakhand,120 days,25–30°C
Sugarcane,Sandy,Blight,Resistant Varieties,Organic Farming,Chhattisgarh,120 days,25–30°C
Cowpea (Lobia),Laterite,Wilt,Soil Solarization,Mulching,Maharashtra,150 days,20–25°C
Peas & beans (Pulses),Laterite,Wilt,Crop Rotation,Organic Farming,Telangana,120 days,25–30°C
Gram,Black Cotton,Blight,Fungicide Spray,Mulching,Odisha,150 days,25–30°C
Maize,Black Cotton,Rust,Soil Solarization,Mulching,Maharashtra,90 days,30–35°C
Coconut,Laterite,Wilt,Neem Extract,Organic Farming,West Bengal,150 days,25–30°C
Cowpea (Lobia),Laterite,Wilt,Crop Rotation,Mulching,Meghalaya,90 days,25–30°C
Sesamum,Black Cotton,Wilt,Resistant Varieties,Mulching,Sikkim,120 days,20–25°C
Coriander,Red Loamy,Blight,Soil Solarization,Organic Farming,Telangana,150 days,25–30°C
Turmeric,Alluvial,Wilt,Fungicide Spray,Organic Farming,Telangana,120 days,20–25°C
Tapioca,Red Loamy,Wilt,Soil Solarization,Mulching,Odisha,120 days,20–25°C
Rice,Alluvial,Blast,Fungicide Spray,Drip Irrigation,Tamil Nadu,180 days,30–35°C
Wheat,Alluvial,Smut,Fungicide Spray,Irrigation,Punjab,120 days,20–25°C
Sesamum,Black Cotton,Wilt,Resistant Varieties,Organic Farming,Himachal Pradesh,90 days,25–30°C
Bajra,Laterite,Rust,Soil Solarization,Organic Farming,Andhra Pradesh,90 days,20–25°C
Tobacco,Black Cotton,Wilt,Soil Solarization,Organic Farming,Bihar,90 days,20–25°C
Cowpea (Lobia),Sandy,Wilt,Neem Extract,Mulching,Mizoram,90 days,20–25°C
Sesamum,Laterite,Blight,Crop Rotation,Mulching,Himachal Pradesh,90 days,25–30°C
Niger Seed,Red Loamy,Wilt,Resistant Varieties,Mulching,Nagaland,120 days,25–30°C
Black pepper,Alluvial,Rust,Resistant Varieties,Mulching,West Bengal,120 days,20–25°C
Banana,Laterite,Wilt,Resistant Varieties,Mulching,Tripura,150 days,20–25°C
Sugarcane,Sandy,Wilt,Resistant Varieties,Organic Farming,Gujarat,150 days,25–30°C
Sweet Potato,Black Cotton,Wilt,Neem Extract,Organic Farming,Uttar Pradesh,150 days,20–25°C
Sesamum,Laterite,Blight,Crop Rotation,Organic Farming,Bihar,120 days,25–30°C
Garlic,Red Loamy,Blight,Soil Solarization,Mulching,Gujarat,90 days,25–30°C
Sugarcane,Sandy,Wilt,Neem Extract,Mulching,Goa,120 days,20–25°C
Ginger,Black Cotton,Wilt,Fungicide Spray,Mulching,Rajasthan,120 days,20–25°C
Turmeric,Sandy,Wilt,Resistant Varieties,Mulching,Madhya Pradesh,150 days,25–30°C
Black pepper,Alluvial,Wilt,Fungicide Spray,Organic Farming,West Bengal,120 days,25–30°C
Horse Gram,Sandy,Wilt,Soil Solarization,Mulching,Tripura,90 days,25–30°C
Arecanut,Black Cotton,Rust,Neem Extract,Organic Farming,Tamil Nadu,90 days,20–25°C
Jowar,Red Loamy,Wilt,Soil Solarization,Mulching,Karnataka,90 days,25–30°C
Potato,Alluvial,Rust,Resistant Varieties,Organic Farming,Meghalaya,90 days,20–25°C
Sugarcane,Red Loamy,Blight,Crop Rotation,Organic Farming,Chhattisgarh,90 days,25–30°C
Bajra,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Mizoram,120 days,20–25°C
Potato,Red Loamy,Wilt,Crop Rotation,Mulching,Tripura,150 days,25–30°C
Castor Seed,Alluvial,Rust,Soil Solarization,Mulching,Goa,120 days,25–30°C
Arecanut,Alluvial,Rust,Neem Extract,Organic Farming,Uttar Pradesh,90 days,25–30°C
Ragi,Black Cotton,Blight,Fungicide Spray,Mulching,Himachal Pradesh,150 days,20–25°C
Cashewnut,Black Cotton,Rust,Soil Solarization,Mulching,Bihar,120 days,20–25°C
Banana,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Jharkhand,90 days,25–30°C
Horse Gram,Sandy,Blight,Crop Rotation,Organic Farming,Arunachal Pradesh,120 days,25–30°C
Masoor,Red Loamy,Rust,Crop Rotation,Mulching,Uttarakhand,150 days,25–30°C
Cashewnut,Laterite,Rust,Neem Extract,Organic Farming,Bihar,150 days,20–25°C
Masoor,Red Loamy,Rust,Fungicide Spray,Organic Farming,Bihar,90 days,25–30°C
Wheat,Alluvial,Rust,Soil Solarization,Irrigation,Bihar,150 days,15–20°C
Arecanut,Black Cotton,Rust,Fungicide Spray,Mulching,Uttar Pradesh,120 days,25–30°C
Banana,Red Loamy,Blight,Crop Rotation,Organic Farming,Karnataka,150 days,25–30°C
Arecanut,Alluvial,Wilt,Resistant Varieties,Organic Farming,Tamil Nadu,120 days,25–30°C
Cardamom,Red Loamy,Blight,Crop Rotation,Organic Farming,Chhattisgarh,120 days,20–25°C
Cashewnut,Laterite,Wilt,Resistant Varieties,Organic Farming,Sikkim,120 days,20–25°C
Urad,Black Cotton,Rust,Crop Rotation,Organic Farming,Punjab,150 days,25–30°C
Soyabean,Red Loamy,Rust,Crop Rotation,Mulching,Haryana,90 days,20–25°C
Peas & beans (Pulses),Black Cotton,Blight,Fungicide Spray,Organic Farming,Haryana,90 days,20–25°C
Jowar,Peaty,Blight,Resistant Varieties,Organic Farming,Tripura,150 days,25–30°C
Onion,Red Loamy,Blight,Crop Rotation,Mulching,Goa,150 days,20–25°C
Dry Chillies,Laterite,Rust,Neem Extract,Mulching,Tamil Nadu,150 days,20–25°C
Garlic,Alluvial,Wilt,Soil Solarization,Mulching,Gujarat,90 days,20–25°C
Onion,Red Loamy,Rust,Resistant Varieties,Organic Farming,Sikkim,90 days,25–30°C
Rice,Red Loamy,Smut,Fungicide Spray,Drip Irrigation,Bihar,180 days,30–35°C
Rice,Alluvial,Smut,Neem Extract,Drip Irrigation,Bihar,150 days,30–35°C
Bajra,Red Loamy,Wilt,Crop Rotation,Organic Farming,Andhra Pradesh,150 days,20–25°C
Soyabean,Black Cotton,Wilt,Soil Solarization,Mulching,Haryana,90 days,20–25°C
Soyabean,Red Loamy,Blight,Neem Extract,Mulching,Bihar,90 days,20–25°C
Khesari,Alluvial,Wilt,Neem Extract,Mulching,Uttar Pradesh,120 days,25–30°C
Potato,Red Loamy,Rust,Soil Solarization,Mulching,Telangana,150 days,25–30°C
Coriander,Sandy,Rust,Crop Rotation,Mulching,Assam,120 days,20–25°C
Groundnut,Sandy,Wilt,Resistant Varieties,Organic Farming,Goa,120 days,20–25°C
Dry Chillies,Peaty,Blight,Neem Extract,Organic Farming,Meghalaya,150 days,20–25°C
Sunflower,Red Loamy,Wilt,Soil Solarization,Organic Farming,Assam,120 days,25–30°C
Black pepper,Alluvial,Wilt,Resistant Varieties,Organic Farming,West Bengal,150 days,25–30°C
Bajra,Red Loamy,Blight,Neem Extract,Organic Farming,Odisha,120 days,20–25°C
Jowar,Peaty,Rust,Neem Extract,Mulching,Gujarat,150 days,25–30°C
Garlic,Alluvial,Wilt,Fungicide Spray,Mulching,Bihar,90 days,20–25°C
Cashewnut,Black Cotton,Blight,Neem Extract,Mulching,Bihar,90 days,20–25°C
Coriander,Red Loamy,Rust,Fungicide Spray,Organic Farming,Telangana,150 days,20–25°C
Horse Gram,Sandy,Blight,Fungicide Spray,Organic Farming,Arunachal Pradesh,120 days,25–30°C
Black pepper,Alluvial,Blight,Resistant Varieties,Mulching,Karnataka,90 days,20–25°C
Peas & beans (Pulses),Black Cotton,Wilt,Resistant Varieties,Organic Farming,Gujarat,120 days,20–25°C
Onion,Red Loamy,Rust,Soil Solarization,Mulching,Sikkim,150 days,20–25°C
Moong (Green Gram),Peaty,Blight,Crop Rotation,Organic Farming,Odisha,120 days,20–25°C
Khesari,Black Cotton,Wilt,Crop Rotation,Organic Farming,Karnataka,150 days,25–30°C
Cotton,Peaty,Wilt,Crop Rotation,Organic Farming,Arunachal Pradesh,90 days,25–30°C
Bajra,Laterite,Wilt,Soil Solarization,Organic Farming,Bihar,150 days,20–25°C
Cardamom,Red Loamy,Wilt,Crop Rotation,Mulching,Himachal Pradesh,90 days,20–25°C
